index,group,library,record,title,path,url
24,1,splib06,1548,Diopside NMNHR18685 ~160 Pyx W1R1Bb,group.1um/fe2+_pyroxene.diopside,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Diopside_NMNHR18685_~160_Pyx_BECKb_AREF.html
25,1,splib06,2502,Jadeite HS343.3B W1R1Bb,group.1um/fe2+generic_med.jadeite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jadeite_HS343.3B_BECKb_AREF.html
26,1,splib06,3966,Pigeonite HS199.3B W1R1Bb,group.1um/fe2+_pyroxene_clino_pigeonite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pigeonite_HS199.3B_BECKc_AREF.html
27,1,splib06,1668,Epidote GDS26.a 75-200um W1R1Bb,group.1um/epidote,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Epidote_GDS26.a_75-200um_BECKb_AREF.html
28,1,splib06,5724,Fe-Hydroxide SU93-106 amorph W1R1Bb,group.1um/fe3+bearing1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Fe-Hydroxide_SU93-106_amorph_BECKb_AREF.html
29,1,splib06,1740,"Ferrihydrite GDS75 Syn, F6 W1R1Bb",group.1um/fe3+_ferrihydrite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ferrihydrite_GDS75_Syn_F6_BECKb_AREF.html
30,1,sprlb06,738,Hematite GDS27 W1R1Ha,group.1um/fe3+_hematite.med.gr.gds27,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_GDS27_BECKa_AREF.html
31,1,splib06,6198,Hematite_Thin_Film GDS27 W1R1Ba,group.1um/fe3+_hematite.thincoat,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_Thin_Film_GDS27_BECKa_AREF.html
32,1,splib06,2100,Hematite FE2602 W1R1Bb,group.1um/fe3+_hematite.fine.gr.fe2602,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_FE2602_BECKb_AREF.html
33,1,sprlb06,906,Hematite WS161 W1R1Hb,group.1um/fe3+_hematite.fine.gr.ws161,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_WS161_BECKb_AREF.html
34,1,splib06,3558,Nontronite NG-1.a W1R1Bb,group.1um/fe3+_smectite_nontronite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Nontronite_NG-1.a_BECKb_AREF.html
35,1,splib06,5328,Actinolite-Hornfels BR93-5a W1R1Bc,group.1um/fe2+generic_brd.br5a_actinolite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Actinolite-Hornfels_BR93-5a_BECKc_AREF.html
36,1,sprlb06,846,Magnetite_skarn BR93-5B W1R1Hb AREF,group.1um/fe2+fe3+mix_with_hematite_br5b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Magnetite_skarn_BR93-5B_BECKb_AREF.html
37,1,splib06,5334,Actinolite-Tremolit BR93-22C W1R1Bb,group.1um/fe2+generic_brd.br22c_actinolite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Actinolite-Tremolit_BR93-22C_BECKb_AREF.html
38,1,splib06,1656,Epidote BR93-33a W1R1Bb AREF,group.1um/fe2+generic_br33a_bioqtzmonz_epidote,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Epidote_BR93-33a_BECKb_AREF.html
39,1,splib06,5490,Biotite-Chlorite_Mx BR93-36A W1R1Bb,group.1um/fe2+generic_brd.br36a_chlorite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Biotite-Chlorite_Mx_BR93-36A_BECKb_AREF.html
40,1,splib06,5460,Basalt_weathered BR93-43 W1R1Bb,group.1um/fe2+fe3+_hematite_weathering,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Basalt_weathered_BR93-43_BECKb_AREF.html
41,1,splib06,5454,Basalt_fresh BR93-46B W1R1Bb,group.1um/fe2+generic_basalt_br46b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Basalt_fresh_BR93-46B_BECKb_AREF.html
42,1,sprlb06,840,Hematite_Coatd_Qtzt BR93-25A W1R1Hb AREF,group.1um/fe3+_hematite.lg.gr.br25a,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_Coatd_Qtzt_BR93-25A_BECKa_AREF.html
43,1,splib06,6174,Hematite_Coatd_Qtz BR93-25B W1R1Bb,group.1um/fe3+_hematite.med.gr.br25b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_Coatd_Qtz_BR93-25B_BECKa_AREF.html
44,1,sprlb06,816,Hematite_Coatd_Qtzt BR93-25C W1R1Hb AREF,group.1um/fe3+_hematite.lg.gr.br25c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_Coatd_Qtzt_BR93-25C_BECKa_AREF.html
45,1,splib06,3468,Nanohematite BR93-34B2 W1R1BbS,group.1um/fe3+_hematite.nano.BR34b2,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Nanohematite_BR93-34B2_BECKb_AREF.html
46,1,sprlb06,1026,nHematit+fg-Goethit 34B2+MPC W1R1Hb,group.1um/fe3+_hematite-nano+goethite-fg-amix,No available USGS Spectral Library 7 Description Reference
47,1,sprlb06,918,Nanohematite FBR93-34B2b ed1 W1R1Hb,group.1um/fe3+_hematite.nano.BR34b2b,No available USGS Spectral Library 7 Description Reference
48,1,sprlb06,822,Hematite_Coatd_Qtz BR93-34C W1R1Ha AREF,group.1um/fe3+_hematite.lg.gr.br34c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hematite_Coatd_Qtz_BR93-34C_BECKa_AREF.html
49,1,splib06,6210,Jarosite_on_Qtzite BR93-34A2 W1R1Bb,group.1um/fe3+_sulfate_jarosite_br34a2,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jarosite_on_Qtzite_BR93-34A2_BECKa_AREF.html
50,1,splib06,5340,Actinolite_Dolomit BR93-60B W1R1BbS,group.1um/fe2+generic_broad_br60b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Actinolite_Dolomit_BR93-60B_BECKb_AREF.html
51,1,splib06,6036,Phlogopite_Sand_Mix BR93-20 W1R1Ba,group.1um/fe2+generic_vbroad_br20,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Phlogopite_Sand_Mix_BR93-20_BECKa_AREF.html
52,1,splib06,6942,Renyolds_TnlSldgWet SM93-15w W1R1Ba,group.1um/fe2+fe3+_water_RTsludge,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Renyolds_TnlSldgWet_SM93-15w_BECKa_AREF.html
53,1,sprlb06,660,Clinochlore GDS158 Flagst W1R1Hb,group.1um/fe2+_chlorite.clinochlor,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_GDS158_Flagstaff_ASDNGb_AREF.html
54,1,splib06,1200,Clinochlore NMNH83369 W1R1Bb,group.1um/fe2+_chlorite.Felow.clinochlor,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_NMNH83369_BECKb_AREF.html
55,1,splib06,4890,Thuringite SMR-15.c 32um W1R1Ba,group.1um/fe2+_chlorite.thuringite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Thuringite_SMR-15.c_32um_NIC4aa_RREF.html
56,1,splib06,720,Azurite WS316 W1R1Ba,group.1um/copper_carbonate_azurite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Azurite_WS316_BECKa_AREF.html
57,1,splib06,3990,Pitch_Limonite GDS104 Cu W1R1B?,group.1um/fe3+copper-hydroxide_pitchlimonite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pitch_Limonite_GDS104_Cu_BECKu_AREF.html
58,1,splib06,2964,Malachite HS254.3B W1R1Bb,group.1um/copper_carbonate_malachite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Malachite_HS254.3B_BECKb_AREF.html
59,1,splib06,5496,Blue_Efflorscnt_Min SU93-300 W1R1Bb,group.1um/copper_sulfate_bluefflor,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Blue_Efflorscnt_Min_SU93-300_BECKb_AREF.html
60,1,splib06,6594,Green_Slime SM93-14A Summitv W1R1Ba,group.1um/copper_precipitate_greenslime,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Green_Slime_SM93-14A_Summitv_BECKa_AREF.html
61,1,splib06,3696,Olivine HS285.4B Fo80 W1R1Bb,group.1um/fe2+_olivine-lrg-gr,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Olivine_HS285.4B_Fo80_BECKb_AREF.html
62,1,splib06,3666,Olivine GDS71.a Fo91 65um W1R1Bb,group.1um/fe2+_olivine-fine-gr,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Olivine_GDS71.a_Fo91_65um_BECKb_AREF.html
63,1,splib06,4278,Rhodochrosite HS338.3B W1R1Bb,group.1um/carbonate_rhodochrosite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Rhodochrosite_HS338.3B_BECKb_AREF.html
64,1,splib06,4560,Siderite HS271.3B W1R1Ba,group.1um/fe2+generic_carbonate_siderite1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Siderite_HS271.3B_BECKa_AREF.html
65,1,splib06,4362,Riebeckite NMNH122689 Amph W1R1Ba,group.1um/fe2+generic_amphibole_riebeckite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Riebeckite_NMNH122689_Amph_BECKa_AREF.html
66,1,splib06,1386,Coquimbite GDS22 W1R1Bc,group.1um/fe3+fe2+_sulfate_coquimbite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Coquimbite_GDS22_BECKc_AREF.html
67,1,splib06,1374,Copiapite GDS21 W1R1Bb,group.1um/fe3+fe2+_sulfate_copiapite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Copiapite_GDS21_BECKb_AREF.html
68,1,splib06,1134,Chrysocolla HS297.3B W1R1Bb,group.1um/copper_chrysocolla,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysocolla_HS297.3B_ASDFRb_AREF.html
69,1,splib06,3498,Neodymium_Oxide GDS34 W1R1Ba,group.1um/ree_neodymium_oxide_g1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Neodymium_Oxide_GDS34_BECKa_AREF.html
70,1,splib06,4410,Samarium_Oxide GDS36 W1R1Ba,group.1um/ree_samarium_oxide_g1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Samarium_Oxide_GDS36_BECKa_AREF.html
71,1,splib06,708,Axinite HS342.3B W1R1Bb,group.1um/fe2+generic_axinite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Axinite_HS342.3B_BECKb_AREF.html
72,1,splib06,4728,Staurolite HS188.3B W1R1Bb,group.1um/fe2+generic_staurolite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Staurolite_HS188.3B_BECKc_AREF.html
73,1,splib06,216,Almandine WS479 Garnet W1R1Bb,group.1um/fe2+generic_almandine,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Almandine_WS479_Garnet_BECKb_AREF.html
74,1,splib06,678,Augite NMNH120049 W1R1Bb,group.1um/fe2+_pyroxene_augite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Augite_NMNH120049_BECKb_AREF.html
75,1,splib06,810,Bronzite HS9.3B Pyroxene W1R1Bc,group.1um/fe2+_pyroxene.bronzite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Bronzite_HS9.3B_Pyroxene_BECKc_AREF.html
76,1,splib06,858,Butlerite GDS25 W1R1Ba,group.1um/fe2+generic_sulfate_butlerite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Butlerite_GDS25_BECKa_AREF.html
77,1,splib06,882,Bytownite HS106.3B Plagio W1R1Bc,group.1um/fe2+_feldspar.bytownite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Bytownite_HS106.3B_Plagio_BECKc_AREF.html
78,1,splib06,1002,Chalcopyrite HS431.3B W1R1Bb,group.1um/sulfide_copper_chalcopyrite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chalcopyrite_HS431.3B_BECKb_AREF.html
79,1,splib06,1122,Chromite HS281.3B W1R1Bb,group.1um/fe2+_chromite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chromite_HS281.3B_ASDFRc_AREF.html
80,1,splib06,1164,Cinnabar HS133.3B W1R1Bc,group.1um/sulfide_cinnabar,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cinnabar_HS133.3B_BECKc_AREF.html
81,1,splib06,1458,Cuprite HS127.3B W1R1Bb,group.1um/copper_oxide_cuprite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cuprite_HS127.3B_BECKb_AREF.html
82,1,splib06,6156,Desert_Varnish GDS141 W1R1Ba,group.1um/fe3+mn_desert.varnish1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Desert_Varnish_GDS141_BECKa_AREF.html
83,1,splib06,6162,Desert_Varnish GDS78A Rhy W1R1Ba,group.1um/fe3+mn_desert.varnish2,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Desert_Varnish_GDS78A_Rhy_BECKa_AREF.html
84,1,splib06,1644,Enstatite NMNH128288 W1R1Bc,group.1um/fe2+_pyroxene_enstatite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Enstatite_NMNH128288_BECKc_AREF.html
85,1,splib06,2088,Hedenbergite NMNH119197 W1R1Bb,group.1um/fe2+_pyroxene_hedenbergite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hedenbergite_NMNH119197_BECKb_AREF.html
86,1,splib06,2796,Lazurite HS418.3B W1R1Bb,group.1um/sulfate_lazurite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Lazurite_HS418.3B_BECKb_AREF.html
87,1,splib06,2928,Maghemite GDS81 Syn (M-3) W1R1Bb,group.1um/fe3+_maghemite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Maghemite_GDS81_Syn_(M-3)_BECKb_AREF.html
88,1,splib06,2940,Magnetite HS195.3B W1R1Bb,group.1um/magnetite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Magnetite_HS195.3B_BECKb_AREF.html
89,1,splib06,4158,Pyrolusite HS138.3B W1R1Bb,group.1um/mn_oxide_pyrolusite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrolusite_HS138.3B_BECKb_AREF.html
90,1,splib06,3042,Microcline HS103.3B Feldspar W1R1Bc,group.1um/fe2+_feldspar_microcline,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Microcline_HS103.3B_Feldspar_BECKc_AREF.html
91,1,splib06,132,Albite HS143.3B Plagioclase W1R1Bc,group.1um/fe2+_feldspar_albite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Albite_HS143.3B_Plagioclase_BECKc_AREF.html
92,1,splib06,3852,Orthoclase NMNH142137 Fe W1R1Bb,group.1um/fe2+_feldspar_orthoclase,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Orthoclase_NMNH142137_Fe_BECKb_AREF.html
93,1,splib06,3882,Pectolite NMNH94865.a W1R1Bb,group.1um/inosilicate_pectolite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pectolite_NMNH94865.a_BECKb_AREF.html
94,1,splib06,4314,Rhodonite NMNHC6148 >250um W1R1Bb,group.1um/mn2+_rhodonite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Rhodonite_NMNHC6148_gt250um_BECKb_AREF.html
95,1,splib06,4776,Sulfur GDS94 Reagent W1R1Ba,group.1um/sulfur,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Sulfur_GDS94_Reagent_BECKa_AREF.html
295,1,sprlb06,1170,Hematite-nano_KP58610 400nm,group.1um/fe3+_hematite.nano.KP58610,
296,1,sprlb06,1182,Hematite-n0.03_KP58610+Qtz,group.1um/fe3+_hematite.nano-0.3+qtz,
297,1,sprlb06,1194,Goethite-nano_KP943 70nm,group.1um/fe3+_goethite.nano-70nm,
298,1,sprlb06,1200,Goethite-n0.50_KP943+Qtz,group.1um/fe3+_goethite.nano0.5+qtz,
299,1,sprlb06,1224,Hematite.10+Goethite.90 hg1,group.1um/fe3+_hematite.1+goethite.9hg1,
300,1,sprlb06,1230,Hematite.20 Goethite.80 hg2,group.1um/fe3+_hematite.2+goethite.8hg2,
301,1,sprlb06,1236,Hematite.30 Goethite.70 hg3,group.1um/fe3+_hematite.3+goethite.7hg3,
302,1,sprlb06,1332,Hematite0.1+Goeth0.4+Qtz.5,group.1um/fe3+_hematite.1+goeth.4+qtz,
303,1,sprlb06,1338,Hematite0.4+Goeth0.1+Qtz.5,group.1um/fe3+_hematite.4+goeth.1+qtz,
304,1,splib06,390,Ammonio-Jarosite SCR-NHJ,group.1um/fe3+_sulfate_nh3jarosite,
305,1,splib06,2514,"Jarosite GDS100 Na,Sy 90C",group.1um/fe3+_sulfate_jarosite-na-gds100,
306,1,splib06,2526,"Jarosite GDS101 Na,Sy 200C",group.1um/fe3+_sulfate_jarosite-na-gds101,
307,1,splib06,2550,Jarosite GDS98 K 90C Syn,group.1um/fe3+_sulfate_jarosite-k-90c,
308,1,splib06,2586,Jarosite JR2501 (K),group.1um/fe3+_sulfate_jarosite-K-JR2501,
309,1,splib06,2592,Jarosite NMNH95074-1 (Na),group.1um/fe3+_sulfate_jarosite-na-nmnh,
310,1,splib06,2604,"Jarosite SJ-1 H3O,10-20%",group.1um/fe3+_sulfate_jarosite-H3O-SJ-1,
311,1,splib06,6204,Jarosite_Thin_Film GDS243,group.1um/fe3+_sulfate_jarosite-thinfilm,
96,2,splib06,7128,Dry_Long_Grass AV87-2 W1R1Ba,group.2um/organic_vegetation-dry-grass-long,No available USGS Spectral Library 7 Description Reference
97,2,splib06,7248,Grass_Golden_Dry GDS480 W1R1Fa,group.2um/organic_vegetation-dry-grass-golden,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Grass_Golden_Dry_GDS480_ASDFRa_AREF.html
98,2,splib06,6912,Plywood GDS365 Fresh Pine W1R1Fa,group.2um/organic_vegetation-dry-wood,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plywood_GDS365_Fresh_Pine_ASDFRa_AREF.html
99,2,splib06,6864,Plastic_Tarp GDS340 Blu_Wovn W1R1Fa,group.2um/organic_plastic-tarp1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_Tarp_GDS340_Blu_Wovn_ASDFRa_AREF.html
100,2,splib06,6876,Plastic_Vinyl GDS372 White W1R1Fa,group.2um/organic_plastic-vinyl,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_Vinyl_GDS372_White_ASDFRa_AREF.html
101,2,splib06,6558,Fiberglass GDS337 Grn Roofng W1R1Fa,group.2um/organic_fiberglass-roofing,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Fiberglass_GDS337_Grn_Roofng_ASDFRa_AREF.html
102,2,splib06,6936,Polystyrene GDS345 BluInsul W1R1Fa,group.2um/organic_plastic-polystyrene,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Polystyrene_GDS345_BluInsul_ASDFRa_AREF.html
103,2,splib06,6816,Plastic_PETE GDS380 Clear W1R1Fa,group.2um/organic_plastic-pete,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS380_Clear_ASDFRa_AREF.html
104,2,splib06,6810,Plastic_PETE GDS379 TrnslBrn W1R1Fa,group.2um/organic_plastic-pete2,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS379_TrnslBrn_ASDFRa_AREF.html
104,2,splib06,6810,Plastic_PETE GDS379 TrnslBrn W1R1Fa,group.2um/organic_plastic-pete4,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS379_TrnslBrn_ASDFRa_AREF.html
105,2,splib06,6714,Plastic_HDPE GDS393 GlosWhTr W1R1Fa,group.2um/organic_plastic-hdpe.1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_HDPE_GDS393_GlosWhTr_ASDFRa_AREF.html
106,2,splib06,6672,Painted_Aluminum GDS333 LgGr W1R1Fa,group.2um/organic_paint-1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Painted_Aluminum_GDS333_LgGr_ASDFRa_AREF.html
107,2,splib06,6834,Plastic_PETE GDS383 Clrbluis W1R1Fa,group.2um/organic_plastic-pete3,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS383_Clrbluis_ASDFRa_AREF.html
108,2,splib06,6810,Plastic_PETE GDS379 TrnslBrn W1R1Fa,group.2um/organic_plastic-pete2,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS379_TrnslBrn_ASDFRa_AREF.html
108,2,splib06,6810,Plastic_PETE GDS379 TrnslBrn W1R1Fa,group.2um/organic_plastic-pete4,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS379_TrnslBrn_ASDFRa_AREF.html
109,2,splib06,300,Alunite GDS97 K Syn (150C) W2R4Na,group.2um/sulfate_kalun150c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS97_K_Syn_(150C)_NIC4a_RREF.html
110,2,splib06,294,Alunite GDS96 K Syn (250C) W2R4Na,group.2um/sulfate_kalun250c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS96_K_Syn_(250C)_NIC4a_RREF.html
111,2,splib06,324,Alunite RES-2 K Syn (450C) W2R4Na,group.2um/sulfate_kalun450c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-2_K_Syn_(450C)_NIC4a_RREF.html
112,2,splib06,288,Alunite GDS95 Na Syn (150C) W2R4Na,group.2um/sulfate_naalun150c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS95_Na_Syn_(150C)_NIC4a_RREF.html
113,2,splib06,336,Alunite RES-4 Na Syn (300C) W2R4Na,group.2um/sulfate_naalun300c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-4_Na_Syn_(300C)_NIC4a_RREF.html
114,2,splib06,330,Alunite RES-3 Na Syn (450C) W2R4Na,group.2um/sulfate_naalun450c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-3_Na_Syn_(450C)_NIC4a_RREF.html
115,2,splib06,246,Alunite GDS82 Na82 W1R1Bb,group.2um/sulfate_na82alun100c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS82_Na82_BECKb_AREF.html
